name,tags,description
quoting/lost-limb,anatomy bone boot world-wars zombie,This severed foot has been separated from its leg. The bone is clearly visible and the wound can not be stitched.
quoting/military-ambulance,vehicle world-wars,Medics can take care of emergency and treat wounded soldiers with adequate attention in hospital.
quoting/poppy,plant,This colorful flower (usually red) may be harvested to produce drugs like opium.
quoting/trench-assault,action arrow world-wars,"Throw grenades or make a quick march to the enemy lines, starting from your protective shelters."
rihlsul/chocolate-bar,food,A sweet candy made of cocoa and divided in small squares that can be eaten separately.
rihlsul/milk-carton,farm food liquid,A dairy product made by cows and mixed as a base ingredient in many dessert recipes.
rihlsul/peanut,food fruit,A small nut that may be swallowed salty during aperitifs or with sweet chocolate.
sbed/acid-tube,chemical,A dangerous liquid preciously kept away from kids.
sbed/acid,chemical liquid,Corrosive material bubbling in the air.
sbed/ammo-box,container weapon,Bullets container to reload an empty gun.
sbed/arena,building,Fighting area.
sbed/battery-pack-alt,energy lightning,This container needs to be recharged.
sbed/battery-pack,energy lightning,Slowly giving back the electricity that it accumulated.
sbed/big-egg,animal bird egg farm,Delivering a new chicken soon or just a good breakfast rich in proteins.
sbed/blast,explosion fire,Concentrated energy escaping gravity.
sbed/blaster,explosion fire,An horizontal burst aiming a ring.
sbed/burn,fire food,An overcooked toast for a disgusting breakfast.
sbed/cancel,cross gui symbol,Ending an operation before it reaches completion. This circle with a cross inside can also served as a close or exit button.
sbed/chaingun,gun weapon,6 rotating chambers ready to fire at high speed.
sbed/circular-saw,tool wood,To cut timber or big pieces of meat.
sbed/claw,animal claw insect,A pointy spike which probably belongs to an insect like creature.
sbed/clover-spiked,symbol,
sbed/clover,symbol,
sbed/crush,action spike trap,A slowly but surely falling ceiling with spikes ready to smash anything on the floor.
sbed/death-skull,skull,A huge skull with no apparent jaw.
sbed/doubled,symbol,A yin / yang balance about to form.
sbed/duel,weapon,"A 1 versus 1 gun battle, like during Far West times."
sbed/egg-pod,egg food kitchenware,To make the egg stands on the table without rolling.
sbed/electric,lightning,An electrical arc.
sbed/evil-wings,wing,
sbed/expander,action arrow cross gui symbol,Four arrows going to each opposite corners to express a movement of expansion.
sbed/fall-down,arrow,Gravity's action over bodies.
sbed/falling,body,Beware of the stairs.
sbed/fire,fire,
sbed/fireflake,fire star,
sbed/flake,ice star,
sbed/flamer,fire,
sbed/grenade,explosion weapon,Only a few seconds left before this projectile emits a deadly blast.
sbed/hand,hand,
sbed/head-shot,target,
sbed/health-decrease,cross life,
sbed/health-increase,cross life,Revive a player by increasing its HP.
sbed/health-normal,cross life,
sbed/helmet,hat,Round metal cap around the head.
sbed/help,symbol,
sbed/hive,symbol,
sbed/hot-surface,fire trap,
sbed/jet-pack,vehicle,
sbed/kevlar,armor clothing police,A bullet proof vest.
sbed/key,lock,A simple F shape key with a broad ring.
sbed/laser-gun,weapon,
sbed/lava,fire trap,Hot viscous liquid erupting from volcanoes.
sbed/level-four-advanced,rank,
sbed/level-four,rank,
sbed/level-three-advanced,rank,
sbed/level-three,rank,
sbed/level-two-advanced,rank,
sbed/level-two,rank,
sbed/lucifer-cannon,fire,
sbed/mass-driver,symbol,
sbed/medical-pack-alt,life,
sbed/medical-pack,life,To help in case of emergency.
sbed/nodular,symbol,
sbed/nuclear,poison symbol,
sbed/overkill,ball head,
sbed/overmind,symbol,
sbed/poison-cloud,poison sky smoke,Dangerous gaz floating around that must be avoided.
sbed/poison,animal poison reptile,A calm snake remains a dangerous animal. Some species can kill a man in only a few hours with one bite.
sbed/pounce,arrow rank,Accelerating towards the ground.
sbed/pulse,symbol,
sbed/reactor,symbol,
sbed/regeneration,symbol,
sbed/revolt,hand,
sbed/rifle,weapon,
sbed/select,gui target,A circular selection border.
sbed/shield,shield,
sbed/shotgun,weapon,
sbed/slow-blob,symbol,
sbed/snorkel,sea sport,Short tube to let divers breath when snorkeling at the surface instead of practicing apnea.
sbed/spawn-node,symbol,
sbed/spikeball,spike trap,
sbed/spikes-full,spike star,
sbed/spikes-half,spike star,
sbed/spikes-init,spike star,
sbed/spikes,spike star,
sbed/splash,star,
sbed/suicide,death string,To hang by the neck.
sbed/syringe,chemical,
sbed/target-laser,target,
sbed/targeted,target,
sbed/telefrag,death skull,Instant death after teleporting to an hostile place.
sbed/tesla,machine,A small tower producing electricity.
sbed/tombstone,death stone,A grave found in a cemetery.
sbed/trample,hammer tool,A rigid symmetric hammer to crush tough materials.
sbed/trigger-hurt,spike trap,A floor with a hidden button.
sbed/turret,weapon,A pillar with machine gun on top.
sbed/unplugged,machine,A disconnected socket.
sbed/usable,gui hand,You can touch this!
sbed/vial,chemical,
sbed/water-drop,liquid,A round pocket of liquid attracted through gravity.
sbed/weight-crush,metal trap,Something really heavy is about to flatten this little ball.
sbed/wrench,tool,To firmly tight bolt and nuts with rotation.
skoll/achievement,rank,A medal of honor for bravery or first place during a competition.
skoll/air-force,shield symbol,"Aviators mark on their planes and jackets, with stripes in the background."
skoll/airplane,sky vehicle,A small aircraft for 1 or 2 pilots.
skoll/ak47,gun,"Avtomat Kalachnikova, 1947 model. Russian weapon."
skoll/ak47u,gun,"Avtomat Kalachnikova, 1947 model. Shorter version."
skoll/allied-star,star symbol world-wars,Symbol of allied troops during WW2
skoll/amethyst,jewellery mineral,A purple quartz protecting from drunkenness.
skoll/amputation,action hand trap,A hand quick removal during surgery or combat. The stump can fester if not properly sterilized.
skoll/apc,vehicle,Armoured Personnel Carrier constructed to drive infantry to the battlefield with maximal protection.
skoll/atom,chemical,"Neutrons, protons and electrons forming a divisible compound."
skoll/balaclava,head mask police,A ski mask to protect burglar's face. Useful if you're a spy or a robber in disguise.
skoll/balkenkreuz,cross symbol world-wars,Emblem of the Wehrmacht during World War 2.
skoll/ballista,greek-roman machine vehicle,Ancient missile weapon used during siege warfare.
skoll/bat,animal symbol,"In the darkness of Gotham, a masked hero stares at the cloudy sky, waiting for a signal"
skoll/baton,police weapon,A stick use to hit strikers.
skoll/bayonet,blade gun weapon world-wars,A knife mounted at the tip of a rifle.
skoll/big-diamond-ring,jewellery,"A hand ring with an emerald or ruby, probably after marriage."
skoll/blood,blood liquid,A curtain of thick red blood after a massacre or a murder.
skoll/bowie-knife,blade,A big knife created for Jim Bowie in the early 19th century.
skoll/box-trap,container trap,The small wood stick just need to be pulled to capture the innocent prey.
skoll/bracers,armor,Pieces of leather protecting forearms and wrists against injuries from opponents blades.
skoll/breaking-chain,lock metal tool,The weakest link can have a devastating impact on the whole structure if it is destroyed.
skoll/brodie-helmet,hat world-wars,Steel combat helmet worn by Australian during WW2
skoll/bullseye,arrow sport target,"Precise aim, right in the middle. Being a master in archery requires both dexterity and accuracy."
skoll/bundle-grenade,bomb,A pack of stick grenades that may detonate in sync to create multiple explosions.
skoll/burning-skull,fire skull,"A cranium in flames, like a leech king from hell without his evil motorbike and helmet."
skoll/butterfly-knife,blade,A quick to stab knife loved by street gangs. The blade is folded into the handle.
skoll/c96,gun world-wars,This Mauser is a semi-automatic pistol used during the first part of XX century.
skoll/carpet-bombing,bomb vehicle world-wars,A war plane destroying strategic targets on the ground and turning buildings into ruins and ashes.
skoll/cement-shoes,body state trap,To stay immobile because of heavy weight at your feet. This strategy is also employed by the mafia to hide bodies at the bottom of lake and rivers.
skoll/chess-bishop,board,The Bishop speciality is moving in diagonals
skoll/chess-king,board hat,Don't get surrounded or this is the end!
skoll/chess-knight,animal board,The knight's move is a L shape.
skoll/chess-pawn,board,An army of eight soldiers with limited movement.
skoll/chess-queen,board hat,This mighty piece has large move possibilities.
skoll/chess-rook,board,This tower can only move on straight path.
skoll/click,gui hand,Press the left button of a mouse or tap on a screen to trigger the labeled action.
skoll/clubs,board symbol,Black club for card games.
skoll/cobra,egypt reptile,A venomous snake that can spread their neck ribs.
skoll/colt-m1911,gun,Single action and magazine fed gun designed by John Browning
skoll/combination-lock,lock,Find the right numbers to unlock this protection. It might take you a while to break the code.
skoll/console-controller,electronic toy video-game,A gamepad with two sticks under the thumbs.
skoll/crescent-blade,blade trap,A rounded scythe cutting regularly and amply following a pendulum rhythm. It's strong enough to cut a body in half.
skoll/cultist,mask,A hooded member of a secret society.
skoll/cz-skorpion,gun,Machine pistol from the Czechoslovak Army.
skoll/d10,dice,A decahedron with number on each faces.
skoll/d12,dice,You can score up to 12 points with this.
skoll/d4,dice,A small pyramidal dice with 4 faces to roll during board games.
skoll/desert-eagle,gun,A semi automatic handgun made by Magnum.
skoll/diamonds,board symbol,Red diamond suit for card games.
skoll/divided-square,symbol,A fragmented geometric shape rotated at 45 degrees.
skoll/donkey,animal farm mammal,Horse cousin doing grunt work in farms.
skoll/dress,clothing,A female outfit covering the whole body.
